callsign|channel|city|state|licensee|lat|lon
WKOF|15|SYRACUSE|NY|WSTQ LICENSEE, LLC|42.944944|-76.118389
WKOH|17|OWENSBORO|KY|KENTUCKY AUTHORITY FOR EDUCATIONAL TV|37.851944|-87.328889
WKOI-TV|31|RICHMOND|IN|ION TELEVISION LICENSE, LLC|39.718611|-84.256111
WKON|24|OWENTON|KY|KENTUCKY AUTHORITY FOR EDUCATIONAL TV|38.525556|-84.810833
WKOP-TV|29|KNOXVILLE|TN|EAST TENNESSEE PUBLIC COMMUNICATIONS CORP.|35.995667|-83.956417
WKOW|26|MADISON|WI|MADISON TV LICENSE COMPANY, LLC|43.055833|-89.535000
WKPC-TV|30|LOUISVILLE|KY|KENTUCKY AUTHORITY FOR EDUCATIONAL TV|38.366944|-85.831667
WKPD|23|PADUCAH|KY|KENTUCKY AUTHORITY FOR EDUCATIONAL TV|37.094444|-88.672222
WKPI-TV|23|PIKEVILLE|KY|KENTUCKY AUTHORITY FOR EDUCATIONAL TV|37.285000|-82.524444
WKPT-TV|32|KINGSPORT|TN|HOLSTON VALLEY BROADCASTING CORPORATION|36.431389|-82.137500
WKRC-TV|12|CINCINNATI|OH|WKRC LICENSEE, LLC|39.116389|-84.501944
WKRG-TV|20|MOBILE|AL|NEXSTAR MEDIA INC.|30.689000|-87.830722
WKRN-TV|27|NASHVILLE|TN|NEXSTAR MEDIA INC.|36.047222|-86.830278
WKSO-TV|17|SOMERSET|KY|KENTUCKY AUTHORITY FOR EDUCATIONAL TV|37.167500|-84.825000
WKTC|31|SUMTER|SC|WBHQ COLUMBIA, LLC|34.116222|-80.763861
WKTV|29|UTICA|NY|WKTV LICENSEE, LLC|43.102500|-74.940556
WKYC|19|CLEVELAND|OH|WKYC-TV, LLC|41.386083|-81.689083
WKYT-TV|21|LEXINGTON|KY|GRAY TELEVISION LICENSEE, LLC|38.039722|-84.402778
WKYU-TV|18|BOWLING GREEN|KY|WESTERN KENTUCKY UNIVERSITY|37.063667|-86.435194
WKZT-TV|23|ELIZABETHTOWN|KY|KENTUCKY AUTHORITY FOR EDUCATIONAL TV|37.681944|-85.841944
WLAE-TV|23|NEW ORLEANS|LA|EDUCATIONAL BROADCASTING FOUNDATION, INC.|29.982778|-89.952500
WLAJ|14|LANSING|MI|MISSION BROADCASTING, INC.|42.688611|-84.376389
WLAX|33|LA CROSSE|WI|NEXSTAR MEDIA INC.|43.804444|-91.372167
WLBT|30|JACKSON|MS|GRAY TELEVISION LICENSEE, LLC|32.213861|-90.382361
WLED-TV|23|LITTLETON|NH|NEW HAMPSHIRE PUBLIC BROADCASTING|44.353028|-71.737472
WLEF-TV|36|PARK FALLS|WI|STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD|45.945139|-90.272917
WLEX-TV|28|LEXINGTON|KY|SCRIPPS BROADCASTING HOLDINGS, LLC|38.034167|-84.394167
WLFB|25|BLUEFIELD|WV|LIVING FAITH MINISTRIES, INC.|37.220083|-81.255278
WLFG|14|GRUNDY|VA|LIVING FAITH MINISTRIES, INC.|36.829806|-82.079000
WLFI-TV|11|LAFAYETTE|IN|GRAY TELEVISION LICENSEE, LLC|40.388889|-86.612778
WLFL|18|RALEIGH|NC|WLFL LICENSEE, LLC|35.674722|-78.527500
WLGA|30|OPELIKA|AL|CNZ COMMUNICATIONS SE, LLC|32.321222|-84.791167
WLIO|8|LIMA|OH|LIMA COMMUNICATIONS CORPORATION|40.775444|-84.120611
WLIW|32|GARDEN CITY|NY|WNET|40.713000|-74.013139
WLJC-TV|7|BEATTYVILLE|KY|HOUR OF HARVEST, INC.|37.613139|-83.671556
WLJT-DT|27|LEXINGTON|TN|WEST TENNESSEE PUBLIC TV COUNCIL, INC|35.703333|-88.602778
WLKY|14|LOUISVILLE|KY|HEARST PROPERTIES INC.|38.369000|-85.829889
WLLA|22|KALAMAZOO|MI|CHRISTIAN FAITH BROADCAST, INC.|42.564472|-85.458611
WLMA|4|LIMA|OH|MARQUEE BROADCASTING OHIO, INC.|40.763056|-84.183611
WLMB|35|TOLEDO|OH|DOMINION BROADCASTING, INC.|41.744722|-84.018333
WLMT|31|MEMPHIS|TN|TEGNA MEMPHIS BROADCASTING, INC.|35.275833|-89.777222
WLNE-TV|24|NEW BEDFORD|MA|WLNE PROVIDENCE LICENSE LLC|41.865389|-71.286861
WLNS-TV|14|LANSING|MI|NEXSTAR MEDIA INC.|42.688611|-84.376389
WLNY-TV|29|RIVERHEAD|NY|CBS LITV LLC|40.897250|-72.915167
WLOO|36|VICKSBURG|MS|TOUGALOO COLLEGE|32.213861|-90.382361
WLOS|13|ASHEVILLE|NC|WLOS LICENSEE, LLC|35.425556|-82.756667
WLOV-TV|16|WEST POINT|MS|WLOV LICENSE LLC|33.794444|-89.087778
WLOX|32|BILOXI|MS|GRAY TELEVISION LICENSEE, LLC|30.723056|-89.091111
WLPB-TV|25|BATON ROUGE|LA|LOUISIANA EDUCATIONAL TELEVISION AUTHORITY|30.372972|-91.204556
WLPX-TV|18|CHARLESTON|WV|ION TELEVISION LICENSE, LLC|38.505861|-82.208972
WLRN-TV|26|MIAMI|FL|THE SCHOOL BOARD OF MIAMI - DADE COUNTY, FL|25.979722|-80.195833
WLS-TV|22|CHICAGO|IL|WLS TELEVISION, INC.|41.878889|-87.635556
WLTV-DT|23|MIAMI|FL|WLTV LICENSE PARTNERSHIP, G.P.|25.968889|-80.221944
WLTX|15|COLUMBIA|SC|PACIFIC AND SOUTHERN, LLC|34.097222|-80.763889
WLTZ|35|COLUMBUS|GA|SAGAMOREHILL OF COLUMBUS GA, LLC|32.458056|-84.885556
WLUC-TV|35|MARQUETTE|MI|GRAY TELEVISION LICENSEE, LLC|46.336389|-87.848889
WLUK-TV|18|GREEN BAY|WI|WLUK LICENSEE, LLC|44.408889|-87.991944
WLVI|35|CAMBRIDGE|MA|WHDH-TV|42.311389|-71.216111
WLVT-TV|9|ALLENTOWN|PA|LEHIGH VALLEY PUBLIC TELECOMMUNICATIONS CORP.|40.564444|-75.440000
WLWC|17|NEW BEDFORD|MA|INYO BROADCAST LICENSES LLC|41.494917|-71.784639
WLWT|20|CINCINNATI|OH|OHIO/OKLAHOMA HEARST TELEVISION INC.|39.124167|-84.521667
WLXI|33|GREENSBORO|NC|RADIANT LIFE MINISTRIES, INC.|36.375472|-80.371528
WLYH|10|RED LION|PA|SONSHINE FAMILY TELEVISION CORP.|40.316056|-76.950278
WMAB-TV|8|MISSISSIPPI STATE|MS|MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV|33.353889|-89.150000
WMAE-TV|9|BOONEVILLE|MS|MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV|34.666750|-88.751444
WMAH-TV|16|BILOXI|MS|MISSISSIPPI AUTHORITY FOR EDUCATIONAL TELEVISION|30.755278|-88.945556
WMAO-TV|25|GREENWOOD|MS|MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV|33.376111|-90.542222
WMAQ-TV|29|CHICAGO|IL|NBC TELEMUNDO LICENSE LLC|41.878917|-87.636167
WMAR-TV|27|BALTIMORE|MD|SCRIPPS BROADCASTING HOLDINGS LLC|39.334722|-76.650556
WMAU-TV|18|BUDE|MS|MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV|31.373056|-90.751111
WMAV-TV|36|OXFORD|MS|MISSISSIPPI AUTHORITY FOR EDUCATIONAL TELEVISION|34.291111|-89.705833
WMAW-TV|28|MERIDIAN|MS|MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV|32.138611|-89.093333
WMAZ-TV|13|MACON|GA|PACIFIC AND SOUTHERN, LLC|32.753056|-83.558889
WMBB|13|PANAMA CITY|FL|NEXSTAR MEDIA INC.|30.352500|-85.391111
WMBC-TV|18|NEWTON|NJ|MOUNTAIN BROADCASTING CORPORATION|40.713000|-74.013139
WMBD-TV|26|PEORIA|IL|NEXSTAR MEDIA INC.|40.635000|-89.538611
WMBF-TV|32|MYRTLE BEACH|SC|GRAY TELEVISION LICENSEE, LLC|33.730806|-79.075389
WMC-TV|30|MEMPHIS|TN|GRAY TELEVISION LICENSEE, LLC|35.168611|-89.885000
WMCF-TV|28|MONTGOMERY|AL|TRINITY BROADCASTING OF TEXAS, INC.|32.403611|-86.196944
WMCN-TV|13|PRINCETON|NJ|RNN PHILLY LICENSE CO., LLC|40.041917|-75.239417
WMDN|24|MERIDIAN|MS|BRTV LICENSE LLC|32.327778|-88.691944
WMDT|29|SALISBURY|MD|MARQUEE BROADCASTING INC.|38.501778|-75.735389
WMEC|36|MACOMB|IL|BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY|40.398333|-90.731944
WMEI|31|SHAWANO|WI|WMEI-TV LIMITED PARTNERSHIP|44.333361|-87.982139
WMFD-TV|12|MANSFIELD|OH|MID-STATE TELEVISION, INC.|40.763889|-82.617778
WMFP|10|FOXBOROUGH|MA|RNN NATIONAL, LLC|42.010556|-71.044444
WMGM-TV|36|WILDWOOD|NJ|UNIVISION LOCAL MEDIA INC.|39.124528|-74.765139
WMGT-TV|30|MACON|GA|MORRIS NETWORK INC.|32.753611|-83.562778
WMHT|25|SCHENECTADY|NY|WMHT EDUCATIONAL TELECOMMUNICATIONS|42.625361|-74.010194
WMLW-TV|17|RACINE|WI|TV-49,|43.111667|-87.930556
WMOR-TV|18|LAKELAND|FL|HEARST PROPERTIES INC.|27.819667|-82.260556
WMOW|13|CRANDON|WI|WAUSAU TV LICENSE COMPANY, LLC|45.573167|-88.882972
WMPB|22|BALTIMORE|MD|MARYLAND PUBLIC BROADCASTING COMMISSION|39.447194|-76.779778
WMPN-TV|20|JACKSON|MS|MISSISSIPPI AUTHORITY FOR EDUCATIONAL TELEVISION|32.191667|-90.406111
WMPT|21|ANNAPOLIS|MD|MARYLAND PUBLIC BROADCASTING COMMISSION|39.010194|-76.608833
WMPV-TV|18|MOBILE|AL|TRINITY BROADCASTING OF TEXAS, INC.|30.611389|-87.607333
WMSN-TV|18|MADISON|WI|WMSN LICENSEE, LLC|43.055833|-89.535000
WMTV|19|MADISON|WI|GRAY TELEVISION LICENSEE, LLC|43.050833|-89.486944
WMUM-TV|9|COCHRAN|GA|GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION|32.470056|-83.255000
WMUR-TV|9|MANCHESTER|NH|HEARST PROPERTIES INC.|42.983694|-71.589778
WMVS|8|MILWAUKEE|WI|MILWAUKEE AREA TECHNICAL COLLEGE DISTRICT BOARD|43.096167|-87.904167
WMVT|8|MILWAUKEE|WI|MILWAUKEE AREA TECHNICAL COLLEGE DISTRICT BOARD|43.096167|-87.904167
WMWC-TV|8|GALESBURG|IL|TRINITY BROADCASTING OF TEXAS, INC.|41.312361|-90.379500
WMYA-TV|35|ANDERSON|SC|ANDERSON (WFBC-TV) LICENSEE, INC.|34.647500|-82.270000
WMYD|31|DETROIT|MI|SCRIPPS BROADCASTING HOLDINGS LLC|42.447917|-83.173083
WMYT-TV|25|ROCK HILL|SC|TRIBUNE MEDIA COMPANY|35.362361|-81.155083
WMYV|28|GREENSBORO|NC|WUPN LICENSEE, LLC|35.867389|-79.823722
WNAB|30|NASHVILLE|TN|NASHVILLE LICENSE HOLDINGS, L.L.C.|36.263833|-86.794139
WNAC-TV|12|PROVIDENCE|RI|MISSION BROADCASTING, INC.|41.876667|-71.281944
WNBC|35|NEW YORK|NY|NBC TELEMUNDO LICENSE LLC|40.713000|-74.013139
WNBW-DT|8|GAINESVILLE|FL|WGFL LICENSEE, LLC|29.629917|-82.573333
WNCF|31|MONTGOMERY|AL|CHANNEL 32 MONTGOMERY LLC|32.149417|-86.778500
WNCN|8|GOLDSBORO|NC|NEXSTAR MEDIA INC.|35.674722|-78.527500
WNCT-TV|12|GREENVILLE|NC|NEXSTAR MEDIA INC.|35.365528|-77.392944
WNDU-TV|27|SOUTH BEND|IN|GRAY TELEVISION LICENSEE, LLC|41.605556|-86.212778
WNDY-TV|9|MARION|IN|CCB LICENSE, LLC|39.890278|-86.205556
WNED-TV|31|BUFFALO|NY|WESTERN NY PUBLIC BROADCASTING ASSOC.|43.030056|-78.920583
WNEH|26|GREENWOOD|SC|SOUTH CAROLINA EDUCATIONAL TV COMMISSION|34.372194|-82.167750
WNEM-TV|30|BAY CITY|MI|GRAY TELEVISION LICENSEE, LLC|43.470556|-83.843333
WNEO|29|ALLIANCE|OH|NORTHEASTERN EDUCATIONAL TELEVISION OF OHIO, INC.|40.906444|-80.910917
WNEP-TV|21|SCRANTON|PA|TEGNA BROADCAST HOLDINGS, LLC|41.182111|-75.870833
WNET|12|NEWARK|NJ|WNET|40.713000|-74.013139
WNEU|29|MERRIMACK|NH|NBC TELEMUNDO LICENSE LLC|42.310278|-71.236667
WNGH-TV|4|CHATSWORTH|GA|GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION|34.750639|-84.714639
WNIN|9|EVANSVILLE|IN|WNIN TRI-STATE PUBLIC MEDIA, INC.|37.983611|-87.270278
WNIT|31|SOUTH BEND|IN|MICHIANA PUBLIC BROADCASTING CORPORATION|41.613667|-86.188889
WNJB|8|NEW BRUNSWICK|NJ|NEW JERSEY PUBLIC BROADCASTING AUTHORITY|40.621389|-74.503889
WNJN|8|MONTCLAIR|NJ|NEW JERSEY PUBLIC BROADCASTING AUTHORITY|40.621389|-74.503889
WNJS|23|CAMDEN|NJ|NEW JERSEY PUBLIC BROADCASTING AUTHORITY|39.728056|-74.843889
WNJT|23|TRENTON|NJ|NEW JERSEY PUBLIC BROADCASTING AUTHORITY|39.728056|-74.843889
WNJU|35|LINDEN|NJ|NBC TELEMUNDO LICENSE LLC|40.713000|-74.013139
WNKY|24|BOWLING GREEN|KY|MARQUEE BROADCASTING KENTUCKY, INC.|37.034889|-86.178056
WNLO|36|BUFFALO|NY|NEXSTAR MEDIA INC.|42.659167|-78.625556
WNMU|8|MARQUETTE|MI|BOARD OF TRUSTEES, NORTHERN MICHIGAN UNIVERSITY|46.352778|-87.854167
WNOL-TV|15|NEW ORLEANS|LA|TRIBUNE TELEVISION NEW ORLEANS, INC.|29.950000|-89.957778
WNPB-TV|34|MORGANTOWN|WV|WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY|39.695833|-79.762222
WNPI-DT|23|NORWOOD|NY|ST. LAWRENCE VALLEY EDUCATIONAL TV COUNCIL, INC|44.491389|-74.857222
WNPT|7|NASHVILLE|TN|NASHVILLE PUBLIC TELEVISION, INC., D/B/A NASHVILLE PBS|36.047194|-86.830139
WNPX-TV|32|FRANKLIN|TN|ION MEDIA LICENSE COMPANY, LLC|36.526667|-86.687222
WNSC-TV|34|ROCK HILL|SC|SOUTH CAROLINA EDUCATIONAL TV COMMISSION|34.839806|-81.018333
WNTV|8|GREENVILLE|SC|SOUTH CAROLINA EDUCATIONAL TV COMMISSION|34.941222|-82.410278
WNTZ-TV|15|NATCHEZ|MS|NEXSTAR MEDIA INC.|31.669056|-91.691806
WNUV|25|BALTIMORE|MD|BALTIMORE (WNUV-TV) LICENSEE, INC.|39.336222|-76.649417
WNVC|26|CULPEPER|VA|VPM MEDIA CORPORATION|37.983333|-78.483611
WNVT|22|SPOTSYLVANIA|VA|VPM MEDIA CORPORATION|37.512667|-77.601333
WNWE|26|EAGLE RIVER|WI|GRAY TELEVISION LICENSEE, LLC|45.774944|-89.248750
WNWO-TV|23|TOLEDO|OH|WNWO LICENSEE, LLC|41.667500|-83.356111
WNYA|7|PITTSFIELD|MA|WNYT-TV, LLC|42.625361|-74.010194
WNYB|5|JAMESTOWN|NY|RADIANT LIFE MINISTRIES, INC.|42.393333|-79.228611
WNYE-TV|24|NEW YORK|NY|NEW YORK CITY DEPARTMENT OF INFORMATION TECHNOLOGY & TELECOMMUNICATIONS|40.756222|-73.986250
WNYI|13|ITHACA|NY|WORD OF GOD FELLOWSHIP, INC.|42.801444|-76.436889
WNYO-TV|16|BUFFALO|NY|NEW YORK TELEVISION, INC.|43.025611|-78.928361
WNYT|21|ALBANY|NY|WNYT-TV, LLC|42.625361|-74.010194
WNYW|27|NEW YORK|NY|FOX TELEVISION STATIONS, LLC|40.713000|-74.013139
WOAI-TV|28|SAN ANTONIO|TX|WOAI LICENSEE, LLC|29.269861|-98.265528
WOAY-TV|31|OAK HILL|WV|THOMAS BROADCASTING COMPANY|37.957389|-81.150556
WOFL|33|ORLANDO|FL|FOX TELEVISION STATIONS, LLC|28.603889|-81.086111
WOGX|31|OCALA|FL|FOX TELEVISION STATIONS, LLC|29.359167|-82.328333
WOI-DT|5|AMES|IA|TEGNA BROADCAST HOLDINGS, LLC|41.809167|-93.615000
WOIO|10|SHAKER HEIGHTS|OH|GRAY TELEVISION LICENSEE, LLC|41.379167|-81.719722
WOLF-TV|22|HAZLETON|PA|WOLF LICENSEE, LLC|41.182833|-75.869861
WOLO-TV|7|COLUMBIA|SC|SOUTH CAROLINA BROADCASTING PARTNERS|34.116222|-80.763861
WOOD-TV|7|GRAND RAPIDS|MI|NEXSTAR MEDIA INC.|42.687417|-85.509722
WOPX-TV|14|MELBOURNE|FL|ION TELEVISION LICENSE, LLC|28.279250|-81.023333
WOSU-TV|16|COLUMBUS|OH|THE OHIO STATE UNIVERSITY|40.159167|-82.922972
WOTF-TV|15|DAYTONA BEACH|FL|ENTRAVISION HOLDINGS, LLC|28.919750|-81.318500
WOTV|17|BATTLE CREEK|MI|NEXSTAR MEDIA INC.|42.570972|-85.469139
WOUB-TV|32|ATHENS|OH|OHIO UNIVERSITY|39.314444|-82.149722
WOUC-TV|6|CAMBRIDGE|OH|OHIO UNIVERSITY|40.092222|-81.288333
WOWK-TV|10|HUNTINGTON|WV|NEXSTAR MEDIA INC.|38.505861|-82.208972
WOWT|22|OMAHA|NE|GRAY TELEVISION LICENSEE, LLC|41.311111|-96.027222
WPAN|21|FORT WALTON BEACH|FL|B&C COMMUNICATIONS, LLC|30.705833|-87.403333
WPBA|21|ATLANTA|GA|BOARD OF EDUCATION OF THE CITY OF ATLANTA|33.759000|-84.335278
WPBF|16|TEQUESTA|FL|HEARST PROPERTIES INC.|27.121944|-80.394722
WPBN-TV|35|TRAVERSE CITY|MI|WPBN LICENSEE, LLC|44.748056|-85.068889
WPBS-DT|26|WATERTOWN|NY|ST. LAWRENCE VALLEY EDUCATIONAL TELEVISION COUNCIL|43.862778|-75.727222
WPBT|29|MIAMI|FL|SOUTH FLORIDA PBS, INC.|25.958611|-80.211944
WPCB-TV|28|GREENSBURG|PA|CORNERSTONE TELEVISION, INC.|40.392778|-79.781389
WPCH-TV|31|ATLANTA|GA|GRAY TELEVISION LICENSEE, LLC|33.807333|-84.339306
WPCT|33|PANAMA CITY BEACH|FL|BEACH TV PROPERTIES, INC.|30.181500|-85.780000
WPCW|11|JEANNETTE|PA|PITTSBURGH TELEVISION STATION WPCW INC.|40.493889|-80.018889
WPDE-TV|27|FLORENCE|SC|WPDE LICENSEE, LLC|34.367500|-79.330000
WPEC|13|WEST PALM BEACH|FL|WPEC LICENSEE, LLC|26.588806|-80.207972
WPGA-TV|23|PERRY|GA|GRAY TELEVISION LICENSEE, LLC|32.751194|-83.557417
WPGD-TV|33|HENDERSONVILLE|TN|TRINITY BROADCASTING OF TEXAS, INC.|36.268028|-86.795750
WPGH-TV|20|PITTSBURGH|PA|WPGH LICENSEE, LLC|40.495278|-80.004444
WPGX|9|PANAMA CITY|FL|PANAMA CITY TV LLC|30.395278|-85.533889
WPHL-TV|17|PHILADELPHIA|PA|TRIBUNE MEDIA COMPANY|40.041917|-75.239417
WPIX|11|NEW YORK|NY|MISSION BROADCASTING, INC.|40.748333|-73.985833
WPLG|10|MIAMI|FL|WPLG, INC.|25.966944|-80.211667
WPMI-TV|15|MOBILE|AL|DEERFIELD MEDIA (MOBILE) LICENSEE, LLC|30.611389|-87.607333
WPMT|36|YORK|PA|TEGNA BROADCAST HOLDINGS, LLC|40.345444|-76.868778
WPNE-TV|25|GREEN BAY|WI|STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD|44.409611|-88.001861
WPNT|21|PITTSBURGH|PA|WCWB LICENSEE, LLC|40.495278|-80.004444
WPPT|9|PHILADELPHIA|PA|LEHIGH VALLEY PUBLIC TELECOMMUNICATIONS CORP.|40.564444|-75.440000
WPRI-TV|7|PROVIDENCE|RI|NEXSTAR MEDIA INC.|41.870556|-71.295278
WPSD-TV|19|PADUCAH|KY|WPSD-TV, LLC|37.192000|-88.981444
WPSG|33|PHILADELPHIA|PA|PHILADELPHIA TELEVISION STATION WPSG INC.|40.042500|-75.242222
WPSU-TV|15|CLEARFIELD|PA|THE PENNSYLVANIA STATE UNIVERSITY|41.122278|-78.441361
WPTA|24|FORT WAYNE|IN|GRAY TELEVISION LICENSEE, LLC|41.102111|-85.184333
WPTD|35|DAYTON|OH|GREATER DAYTON PUBLIC TELEVISION, INC.|39.721111|-84.250000
WPTO|29|OXFORD|OH|GREATER CINCINNATI TELEVISON EDUCATIONAL FOUNDATION|39.124167|-84.521667
WPTV-TV|12|WEST PALM BEACH|FL|SCRIPPS BROADCASTING HOLDINGS LLC|26.589222|-80.211889
WPTZ|14|PLATTSBURGH|NY|HEARST STATIONS INC.|44.525583|-72.815667
WPVI-TV|6|PHILADELPHIA|PA|WPVI TELEVISION (PHILADELPHIA), LLC|40.044167|-75.240278
WPWR-TV|31|GARY|IN|FOX TELEVISION STATIONS, LLC|41.878917|-87.636167
WPXA-TV|16|ROME|GA|ION TELEVISION LICENSE, LLC|34.313333|-84.648611
WPXC-TV|24|BRUNSWICK|GA|ION TELEVISION LICENSE, LLC|30.827722|-81.740667
WPXD-TV|24|ANN ARBOR|MI|INYO BROADCAST LICENSES LLC|42.483611|-83.312222
WPXE-TV|30|KENOSHA|WI|ION TELEVISION LICENSE, LLC|43.090556|-87.897222
WPXG-TV|23|CONCORD|NH|ION MEDIA BOSTON LICENSE, LLC|43.184444|-71.319444
WPXH-TV|33|HOOVER|AL|INYO BROADCAST LICENSES LLC|33.483889|-86.805833
WPXI|23|PITTSBURGH|PA|WPXI, LLC|40.463250|-80.004306
WPXJ-TV|24|BATAVIA|NY|INYO BROADCAST LICENSES, LLC|42.781528|-78.457139
WPXK-TV|18|JELLICO|TN|ION TELEVISION LICENSE, LLC|36.005278|-83.939722
WPXL-TV|33|NEW ORLEANS|LA|ION TELEVISION LICENSE, LLC|29.982778|-89.949444
WPXM-TV|21|MIAMI|FL|ION MEDIA LICENSE COMPANY, LLC|25.958611|-80.211944
WPXN-TV|34|NEW YORK|NY|ION MEDIA LICENSE COMPANY, LLC|40.713000|-74.013139
WPXP-TV|36|LAKE WORTH|FL|INYO BROADCAST LICENSES LLC|26.589222|-80.211889
WPXQ-TV|17|NEWPORT|RI|ION TELEVISION LICENSE, LLC|41.494917|-71.784639
WPXR-TV|27|ROANOKE|VA|ION MEDIA LICENSE COMPANY, LLC|37.198889|-80.150000
WPXS|13|MOUNT VERNON|IL|WORD OF GOD FELLOWSHIP, INC.|38.364889|-89.889861
WPXU-TV|16|JACKSONVILLE|NC|ION TELEVISION LICENSE, LLC|34.495000|-77.488333
WPXV-TV|32|NORFOLK|VA|INYO BROADCAST LICENSES LLC|36.816667|-76.468056
WPXW-TV|35|MANASSAS|VA|ION TELEVISION LICENSE, LLC|38.963861|-77.104778
WPXX-TV|33|MEMPHIS|TN|INYO BROADCAST LICENSES LLC|35.211389|-89.815000
WQAD-TV|31|MOLINE|IL|TEGNA BROADCAST HOLDINGS, LLC|41.312361|-90.379500
WQCW|15|PORTSMOUTH|OH|GRAY TELEVISION LICENSEE, LLC|38.510083|-82.219306
WQEC|34|QUINCY|IL|BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY|39.978056|-91.308889
WQED|4|PITTSBURGH|PA|WQED MULTIMEDIA|40.446167|-79.963944
WQHS-DT|36|CLEVELAND|OH|UNIVISION CLEVELAND LLC|41.382778|-81.701667
WQLN|27|ERIE|PA|PUBLIC BROADCASTING OF NORTHWEST PENNSYLVANIA, INC.|42.042583|-80.065500
WQMY|29|WILLIAMSPORT|PA|WOLF LICENSEE, LLC|41.200333|-77.119944
WQOW|25|EAU CLAIRE|WI|LA CROSSE TV LICENSE COMPANY, LLC|44.800000|-91.465833
WQPT-TV|23|MOLINE|IL|WESTERN ILLINOIS UNIVERSITY|41.312361|-90.379500
WQPX-TV|33|SCRANTON|PA|-|41.435000|-75.726111
WQRF-TV|36|ROCKFORD|IL|NEXSTAR MEDIA INC.|42.287222|-89.170833
WRAL-TV|17|RALEIGH|NC|CAPITOL BROADCASTING COMPANY, INC.|35.674722|-78.527500
WRAY-TV|20|WAKE FOREST|NC|RADIANT LIFE MINISTRIES, INC.|35.866389|-79.166806
WRAZ|15|RALEIGH|NC|WRAZ-TV, INC.|35.674722|-78.527500
WRBJ-TV|34|MAGEE|MS|TRINITY BROADCASTING OF TEXAS, INC.|32.121944|-89.547778
WRBL|15|COLUMBUS|GA|NEXSTAR MEDIA INC.|32.321222|-84.791167
WRBU|28|EAST ST. LOUIS|IL|ION MEDIA LICENSE COMPANY, LLC|38.388333|-90.487778
WRBW|28|ORLANDO|FL|FOX TELEVISION STATIONS, LLC|28.603889|-81.086111
WRC-TV|34|WASHINGTON|DC|NBC TELEMUNDO LICENSE LLC|38.940000|-77.081389
WRCB|13|CHATTANOOGA|TN|SARKES TARZIAN, INC.|35.161167|-85.314111
WRDC|14|DURHAM|NC|RALEIGH (WRDC-TV) LICENSEE, INC.|35.674722|-78.527500
WRDQ|27|ORLANDO|FL|WFTV, LLC|28.568944|-81.054333
WRDW-TV|12|AUGUSTA|GA|GRAY TELEVISION LICENSEE, LLC|33.410278|-81.843333
WREG-TV|28|MEMPHIS|TN|TRIBUNE BROADCASTING COMPANY II, LLC|35.181111|-89.832222
WRET-TV|8|SPARTANBURG|SC|SOUTH CAROLINA EDUCATIONAL TV COMMISSION|34.941222|-82.410278
WREX|13|ROCKFORD|IL|ROCKFORD TV LICENSE COMPANY, LLC|42.296667|-89.239444
WRGB|35|SCHENECTADY|NY|WRGB LICENSEE, LLC|42.625361|-74.010194
WRGT-TV|36|DAYTON|OH|WRGT LICENSEE, LLC|39.724611|-84.254889
WRIC-TV|28|PETERSBURG|VA|NEXSTAR MEDIA INC.|37.512667|-77.601333
WRJA-TV|29|SUMTER|SC|SOUTH CAROLINA EDUCATIONAL TV COMMISSION|33.881111|-80.270556
WRLH-TV|24|RICHMOND|VA|WRLH LICENSEE, LLC|37.512667|-77.601333
WRLK-TV|33|COLUMBIA|SC|SOUTH CAROLINA EDUCATIONAL TV COMMISSION|34.118611|-80.936861
WRLM|24|CANTON|OH|RADIANT LIFE MINISTRIES, INC.|41.082917|-81.633778
WRNN-TV|25|NEW ROCHELLE|NY|WRNN LICENSE COMPANY, LLC|40.713000|-74.013139
WROC-TV|21|ROCHESTER|NY|NEXSTAR MEDIA INC.|43.135639|-77.583694
WRPT|31|HIBBING|MN|DULUTH-SUPERIOR AREA EDUCATIONAL TELEVISION CORPORATION|47.381389|-92.954444
WRPX-TV|32|ROCKY MOUNT|NC|ION TELEVISION LICENSE, LLC|35.831333|-78.145222
WRSP-TV|16|SPRINGFIELD|IL|GOCOM MEDIA OF ILLINOIS, LLC|39.804167|-89.461111
WRTV|25|INDIANAPOLIS|IN|CCB LICENSE, LLC|39.899056|-86.201028
WRXY-TV|33|TICE|FL|WEST COAST CHRISTIAN TELEVISION, INC|26.785750|-81.796083
WSAV-TV|16|SAVANNAH|GA|NEXSTAR MEDIA INC.|32.058806|-81.298444
WSAW-TV|7|WAUSAU|WI|GRAY TELEVISION LICENSEE, LLC|44.920611|-89.691306
WSAZ-TV|22|HUNTINGTON|WV|GRAY TELEVISION LICENSEE, LLC|38.510083|-82.219306
